"PTS","MP","FG","X3P","FT","FT.","Age","FG.","AST","Pos1"
12.1,30.1,4.2,0.8,2.9,0.804,30,0.423,8.2,"PG"
13.6,32.7,5.1,1.4,2,0.71,24,0.497,1,"PF"
15.3,28.5,5.5,1.5,2.9,0.888,26,0.44,2.2,"SG"
9.6,19.4,3.2,0.7,2.4,0.838,30,0.44,3.1,"PG"
4.2,15.7,1.5,0.7,0.4,0.65,26,0.418,2.6,"PG"
3.4,9.7,1.3,0.5,0.2,0.667,21,0.4,0.6,"SG"
6.1,19.3,2.4,0.9,0.5,0.571,30,0.357,3.5,"PG"
4.4,14.8,1.4,0.9,0.7,0.813,23,0.303,1.8,"PG"
18.7,33.6,6.4,1,4.8,0.855,29,0.462,4,"SF"
7.1,16.5,2.6,0,1.9,0.716,33,0.516,2.1,"C"
13.7,30.2,4.9,2.4,1.4,0.827,27,0.5,2.4,"SG"
12.1,31.3,4.4,2.3,1.1,0.707,31,0.448,5.7,"PF"
27.5,33.7,9.1,1.2,8.2,0.804,24,0.484,3.7,"C"
19.5,30,7.6,0.9,3.3,0.763,21,0.56,2,"PF"
5.6,13.4,2.2,0.8,0.4,0.6,28,0.463,1,"C"
20.7,34.5,7.7,1.6,3.8,0.697,28,0.444,8.7,"PG"
4.6,7.1,1.8,0,1.1,0.6,23,0.534,0.5,"PF"
6.5,15.5,2.7,0,1.1,0.563,23,0.591,0.5,"C"
3.8,9.8,1.6,0,0.6,0.742,29,0.584,0.3,"PF"
4.7,14.5,1.8,0.8,0.3,0.481,23,0.494,0.9,"PF"
6.3,16.7,2.2,0.9,0.9,0.8,31,0.459,1.3,"PF"
15.6,22.3,6.1,0.3,3,0.795,26,0.559,1.4,"C"
9.6,26.6,3.5,1.1,1.5,0.815,21,0.429,1.1,"PF"
6.5,19,2.4,0.5,1.3,0.742,29,0.38,2.3,"SG"
3.3,11.6,1.5,0,0.4,0.61,24,0.516,1.1,"C"
16.8,27.3,6.5,1.8,2,0.844,26,0.448,2.4,"SG"
2.4,4.6,0.7,0.3,0.8,0.818,25,0.444,0.5,"PG"
5.9,12.3,2.3,0.4,1,0.8,27,0.469,1.1,"SG"
2.3,12.9,0.9,0.3,0.2,0.818,37,0.375,2.3,"PG"
7.8,25.6,2.8,1.4,0.8,0.688,23,0.407,1.4,"SG"
11.5,25.2,4.4,0.9,1.8,0.671,21,0.413,2.3,"SG"
7.7,23.7,2.6,0.8,1.6,0.728,20,0.386,1.2,"SG"
16.6,34.8,5.8,2.2,2.7,0.861,25,0.412,4.1,"SG"
21.2,35.9,8.2,1.8,3.1,0.768,28,0.472,7.7,"SG"
5.8,19.4,2,0.9,0.9,0.767,23,0.439,0.8,"PF"
21.4,30.6,7.8,0.9,4.9,0.731,24,0.524,3.1,"PF"
3.7,9.6,1.3,0.5,0.5,0.743,25,0.408,0.5,"SF"
10.5,31.8,3.7,2,1.2,0.896,29,0.386,1.8,"SG"
7.2,19.9,2.7,1.1,0.8,0.785,23,0.447,1.2,"SF"
1.7,7,0.7,0,0.3,0.5,21,0.286,1,"C"
12.6,29.7,4.9,1.5,1.3,0.628,22,0.433,4.3,"SF"
15.6,27.4,5.8,0,3.9,0.773,24,0.508,3.2,"C"
24.4,33.1,8.8,1.8,4.9,0.836,23,0.518,3.4,"C"
26.6,34,9.3,1.9,6.1,0.854,27,0.496,3.3,"SF"
5,16.8,2,0.4,0.6,0.643,23,0.423,0.6,"SF"
10,22.9,3.3,1.4,1.9,0.822,27,0.463,1.8,"PF"
25.6,34.9,8.9,3.2,4.6,0.844,28,0.434,5.9,"PG"
10.4,19.7,4.2,0.2,1.7,0.646,29,0.589,0.5,"C"
6.1,23.5,2.3,1.1,0.3,0.684,24,0.384,1.8,"SF"
11.6,24.5,4.1,1.4,1.9,0.726,29,0.402,2.3,"SG"
11.4,24.8,4,1.8,1.7,0.867,25,0.43,1.3,"SG"
26,34.6,9.2,1.8,5.7,0.885,30,0.521,5.9,"SF"
9.7,27.3,3.7,1.8,0.5,0.732,20,0.419,2.9,"SG"
12.8,28.8,4.5,1.7,2.2,0.717,19,0.37,1.1,"PF"
17,27.2,5,2.4,4.7,0.904,30,0.385,2.2,"PF"
6.3,18.5,2.7,0,0.8,0.619,22,0.625,1.5,"C"
4.8,12.9,1.8,0,1.2,0.699,26,0.603,0.8,"C"
18.3,31.1,6.6,2.3,2.8,0.837,27,0.441,4.3,"SF"
2.3,7.5,0.8,0.4,0.3,0.636,22,0.319,0.3,"SG"
21.5,34,8.4,3.1,1.7,0.816,28,0.467,2.4,"SG"
3.7,12,1.7,0,0.2,0.417,29,0.477,0.9,"C"
1,5.5,0,0,1,0.5,21,0,0,"PF"
11.3,30.2,4.7,0.7,1.2,0.797,24,0.425,6,"PG"
8,29.8,3.5,0.2,0.9,0.578,25,0.543,3,"SF"
8.6,19.1,2.9,2,0.9,0.822,37,0.416,1.2,"SG"
18.7,33.1,7.1,1.8,2.7,0.752,23,0.456,2.5,"PF"
14.2,34,4.7,2.4,2.5,0.83,32,0.411,8.7,"PG"
3.5,8.2,1.5,0,0.4,0.81,28,0.507,1.2,"C"
23.8,33,9,2.6,3.2,0.873,26,0.487,6.9,"PG"
21.3,33.2,8.4,0.1,4.3,0.847,33,0.519,2.4,"C"
7.2,16.5,2.7,1.1,0.7,0.685,28,0.426,2.1,"SG"
4.5,17,1.7,0.5,0.6,0.75,30,0.396,0.6,"PF"
9.1,22.8,3,2.1,0.9,0.806,21,0.431,1.5,"SG"
8.4,21.8,2.9,1.7,1,0.844,27,0.388,1.1,"SG"
18.7,32.3,6.6,2.3,3.3,0.872,21,0.43,1.4,"PF"
27.4,35.2,10.1,2,5.1,0.665,34,0.51,8.3,"SF"
2.6,6.9,0.9,0.3,0.5,0.8,20,0.348,0.5,"SG"
9.9,30.3,3.9,1.6,0.4,0.417,21,0.406,5.4,"PG"
2.1,8.2,0.9,0.2,0.1,1,28,0.324,1.1,"PG"
20,26.6,6.5,1.4,5.7,0.876,32,0.425,5.4,"SG"
5,15.3,2,0.5,0.5,0.4,32,0.444,0.5,"PF"
21.2,32.2,7,2.3,4.8,0.713,19,0.427,6,"SG"
9.7,22.8,3.6,1.7,0.8,0.836,22,0.438,1.8,"SG"
7,17,2.3,1.5,0.8,0.826,23,0.378,1.2,"PF"
7.1,17.8,2.7,0.6,1.1,0.714,33,0.5,0.8,"SF"
1.4,4.7,0.4,0.4,0.2,0.8,23,0.31,0,"SG"
15.6,28.6,5.9,1.6,2.2,0.928,26,0.505,3.2,"SG"
11.3,23.2,4.3,2,0.7,0.848,22,0.474,1.2,"SG"
8.9,17.2,3.1,1.5,1.2,0.882,20,0.387,1.6,"SG"
13.6,30.8,4.9,1.3,2.4,0.759,34,0.448,4.4,"C"
5,16,2.1,0,0.7,0.729,34,0.532,1.4,"C"
10.5,23,3.6,1.9,1.4,0.903,32,0.413,1.7,"SG"
4.2,6.1,1.5,0.9,0.4,0.8,22,0.485,0.1,"PF"
13.9,27.9,5,1.9,1.9,0.844,29,0.447,1.5,"PF"
8.9,27.5,3,1.6,1.3,0.806,24,0.422,4,"SG"
8.8,20.8,3.3,0.7,1.5,0.763,23,0.412,1.5,"SF"
8.2,22.5,3.4,0.2,1.1,0.568,20,0.419,3.1,"SG"
9.4,21.9,3.5,1.2,1.2,0.772,29,0.421,1.4,"PF"
4.2,11.6,1.6,0.4,0.7,0.711,21,0.372,0.5,"PF"
6.6,13.3,2.6,0.5,0.8,0.697,30,0.45,0.9,"SG"
14.9,25.3,5.7,0.5,2.9,0.691,19,0.504,1,"PF"
10.1,28.4,3.7,1.9,0.9,0.767,32,0.422,1.2,"PF"
7.8,21.1,3.2,0,1.4,0.561,28,0.593,3,"C"
5.9,16.9,2,0.9,0.9,0.808,28,0.405,3.8,"PG"
7.7,23.6,3.2,0.6,0.8,0.671,25,0.487,1.2,"SF"
6.8,21.2,2.5,1.1,0.8,0.784,27,0.453,1,"PF"
1.5,4.4,0.7,0,0.1,0.25,22,0.333,0.1,"SG"
5.9,14.4,2.2,0.8,0.7,0.843,26,0.545,1.2,"C"
7,10.7,2.9,0.1,1.1,0.718,30,0.49,1,"PF"
4.8,13.3,1.6,0.4,1.1,0.604,27,0.374,2.5,"PG"
6.7,18.4,2.5,0.3,1.5,0.772,25,0.476,1,"PF"
8.3,29.5,3,1.3,1.2,0.805,22,0.43,2.1,"SF"
21.1,33.5,7,2.2,4.9,0.845,31,0.438,6.4,"PG"
7,20.4,2.3,1.4,1.1,0.824,27,0.402,1.2,"PF"
5.8,17.7,2.1,1.3,0.3,0.667,30,0.4,0.8,"PF"
7.5,21.2,3,0.8,0.7,0.753,20,0.464,1.2,"SF"
4.4,9.6,1.8,0,0.9,0.533,30,0.667,0.9,"C"
3.2,10,1.1,0.7,0.3,0.571,31,0.425,2.1,"PG"
7.3,20.6,3.1,0,1.2,0.6,20,0.694,0.6,"C"
10.4,24,4.2,1.1,0.8,0.802,23,0.493,3.6,"PG"
16.6,26.3,6.7,0,3.2,0.643,25,0.615,2,"C"
4.8,10.4,1.7,0.5,1,0.811,21,0.415,0.6,"C"
13.3,28.6,5.1,1,2,0.736,22,0.487,1.6,"C"
1.1,6,0.4,0.1,0.1,1,25,0.3,1.1,"SG"
9.6,23.2,3.7,1.3,0.9,0.761,30,0.479,1.9,"PF"
4.9,13.7,2.1,0,0.7,0.684,24,0.587,0.6,"C"
9.3,31.4,3.4,1.5,1,0.865,30,0.45,3.3,"SF"
5.9,14.9,2,1,0.8,0.891,25,0.402,1.2,"SG"
20.1,31.3,7.7,1,3.6,0.821,23,0.511,7.3,"C"
15.2,27.1,5.2,2.5,2.3,0.847,27,0.439,1.2,"PF"
20.8,31.4,8.8,1.1,2.2,0.789,28,0.518,3.8,"C"
8.4,25.3,3,0.7,1.6,0.712,23,0.47,1.9,"PF"
8.6,18.8,3.2,1.1,1,0.827,25,0.483,1.5,"SG"
7,20.2,2.7,1,0.5,0.581,21,0.453,0.7,"SF"
5.9,17.5,2.1,1,0.7,0.711,21,0.402,1,"PF"
6.3,14.4,2.4,0.4,1.1,0.672,30,0.534,0.7,"SF"
13.9,30.1,5.3,1.9,1.4,0.813,25,0.465,2.1,"SF"
7.3,34.2,2.5,1.8,0.5,0.695,33,0.396,1.2,"PF"
16.9,31.9,6.5,1,3,0.785,24,0.549,3.1,"PF"
6.9,20.7,2.7,1.1,0.5,0.725,26,0.466,2,"SG"
7.6,27.4,2.5,1.4,1.2,0.78,30,0.407,3.8,"PG"
2.6,13.7,0.9,0.3,0.4,0.867,23,0.413,1,"SG"
3.6,13.7,1.3,0.7,0.3,0.633,29,0.374,0.5,"PF"
9.9,23.3,3.4,1.9,1.1,0.854,30,0.425,3,"PG"
3.9,12,1.4,0.2,0.9,0.7,38,0.447,1.7,"C"
28,36.9,9.2,3.8,5.9,0.839,28,0.438,4.1,"SF"
12.6,27.1,4.6,0.8,2.6,0.727,33,0.484,2,"PF"
3.2,8.5,1.3,0.3,0.2,0.5,22,0.381,0.8,"SG"
1.8,5.5,0.5,0.1,0.6,0.81,30,0.5,0.5,"SF"
6.9,14.3,2.8,1.1,0.3,0.769,25,0.465,1.6,"PG"
9.2,29.8,3.8,1.1,0.5,0.639,32,0.405,8,"PG"
5.3,12.8,2,0.5,0.8,0.848,26,0.46,2.5,"PG"
3.7,12,1.3,0.3,0.8,0.667,21,0.333,1.3,"SG"
3.9,10.6,1.8,0,0.3,0.333,21,0.532,0.4,"PF"
4.3,11.5,1.7,0.6,0.4,0.923,34,0.407,1.6,"PG"
11.3,29.8,3.9,2.3,1.2,0.859,27,0.412,2,"SG"
15.4,27.9,5.4,2.1,2.5,0.864,28,0.421,4.2,"PG"
8.2,16.9,3.2,0,1.8,0.731,25,0.608,0.9,"C"
12.7,27.9,4.3,1.2,2.9,0.855,28,0.404,6.1,"PG"
13.3,34.4,4.5,2.4,1.9,0.764,28,0.431,1.3,"SF"
2.5,8.8,1.1,0,0.3,0.6,21,0.706,0.2,"C"
9.5,21.7,4.1,0.1,1.2,0.724,30,0.568,1.2,"C"
8.5,20.5,3.2,0.9,1.1,0.783,20,0.45,0.8,"SF"
11.2,26.3,4.1,1.2,1.9,0.884,26,0.435,1.8,"SG"
7.6,23.5,2.8,1.2,0.8,0.722,27,0.403,1.7,"SG"
0.9,10.1,0.3,0.1,0.3,0.833,25,0.2,1,"SG"
8.9,20.9,3.4,0.2,2,0.645,24,0.411,1.6,"SF"
5.2,20.4,2,0.8,0.4,0.762,25,0.475,1.5,"SF"
13.7,26.7,5.4,1.1,1.7,0.816,32,0.504,2.6,"PF"
15.9,31.8,5.9,0,4.1,0.636,26,0.669,2,"C"
22.9,36,8.6,1.6,4.1,0.656,30,0.428,10.7,"PG"
2.5,12.9,0.8,0.4,0.5,0.75,30,0.304,0.8,"PF"
6.7,24.2,2.3,1,1.1,0.873,24,0.447,3.3,"PG"
4,10.8,1.4,0.9,0.4,0.789,28,0.452,0.5,"SG"
3.9,11.1,1.5,0.3,0.6,0.625,32,0.491,1,"C"
6.1,16.8,2.6,0.4,0.6,0.609,24,0.469,1,"PF"
3.3,10.6,1.2,0.5,0.4,0.615,24,0.424,0.4,"PF"
15,27.2,6.3,0.7,1.8,0.763,29,0.529,1.3,"C"
7.9,18.9,2.9,1.5,0.6,0.846,28,0.456,0.9,"SG"
9.4,17.6,3,1.4,2.1,0.833,27,0.389,2.6,"PG"
10.8,26.5,4.2,0.6,1.9,0.8,20,0.476,3.3,"PG"
4.4,13.4,1.7,0.7,0.3,0.714,22,0.391,0.9,"SG"
6.5,19.6,2.5,0.3,1.1,0.667,25,0.432,1.9,"PG"
4,15.1,1.7,0,0.6,0.784,33,0.519,1.8,"PG"
7.5,21.9,2.9,0.8,1,0.69,28,0.404,3.2,"PG"
1,4.9,0.3,0,0.4,0.735,24,0.347,0.3,"SG"
3,8,1.2,0.3,0.4,0.529,22,0.531,0.5,"PF"
4.3,20,1.5,0.7,0.5,0.719,27,0.382,1.3,"SF"
16.8,28.1,5.4,1.8,4.2,0.806,25,0.442,4.6,"PG"
6.9,18.3,2.6,0.9,0.8,0.781,22,0.389,1.3,"SF"
27.3,33.8,9.2,5.1,3.8,0.916,30,0.472,5.2,"PG"
6.4,17.8,2.5,0.9,0.5,0.69,23,0.465,1.4,"SG"
13.9,33.4,6,0,1.8,0.5,25,0.595,1.6,"C"
3.2,10.5,1.1,0.7,0.3,0.6,21,0.329,0.9,"SF"
3.9,9,1.7,0.1,0.3,0.613,21,0.541,0.4,"PF"
6.4,19.3,2.9,0.2,0.4,0.784,26,0.525,3.4,"PG"
18,31.6,6.9,1.8,2.3,0.815,25,0.486,1.5,"SF"
10.8,24.1,4.3,0.2,1.9,0.757,33,0.566,1.2,"PF"
6.9,26.1,2.5,1.4,0.5,0.725,20,0.429,1,"SG"
15.1,26.5,5.4,2.7,1.6,0.875,27,0.428,1.7,"SG"
9,22.7,3.3,1.5,0.9,0.785,24,0.387,2.9,"PG"
3.8,12.2,1.4,0.7,0.3,0.636,34,0.477,0.5,"SF"
12.6,30.7,5.5,0.6,1.1,0.644,30,0.527,2.5,"PF"
4.5,11.7,1.4,0.7,1.1,0.864,23,0.342,1.2,"SG"
10.5,20.8,4.3,0.5,1.5,0.781,21,0.616,1.3,"C"
1.6,3.3,0.6,0.3,0.1,0.5,22,0.538,0.5,"C"
5,15.2,1.7,0.8,0.9,0.667,21,0.407,0.7,"C"
5.3,19,2,0.6,0.7,0.759,28,0.444,4.2,"PG"
18.1,31.6,6,2.5,3.6,0.841,26,0.393,2.4,"SG"
4.6,13.4,1.6,0.7,0.6,0.756,23,0.376,0.5,"SF"
20,34.7,7.5,1.9,3.2,0.866,26,0.487,2.8,"PF"
8.9,27.1,3.2,0.8,1.6,0.819,27,0.485,5,"PG"
5.7,12,2.7,0,0.3,0.5,21,0.5,0.3,"C"
9.5,17.9,3.8,0.2,1.6,0.734,36,0.46,3.7,"PG"
6,17.6,2.2,1.1,0.5,0.881,27,0.452,0.9,"SF"
5.7,20,2.1,0.8,0.7,0.7,28,0.442,1,"SF"
19.1,30.9,6.5,1.9,4.2,0.829,20,0.418,8.1,"PG"
5.3,20.4,1.8,1.1,0.5,0.818,25,0.335,1,"SG"
12.5,34,4.3,2.1,1.9,0.793,33,0.399,3.7,"SF"
10.9,19.4,4.1,1,1.8,0.831,26,0.431,2.7,"PG"
8.5,17.5,3.2,0.8,1.3,0.698,23,0.418,1.4,"PF"
10.9,27.9,4.7,0,1.6,0.642,27,0.529,2,"C"
6.2,14.9,2.2,1.5,0.4,0.783,27,0.411,0.5,"SG"
5.3,14.9,2.1,0.7,0.4,0.6,24,0.449,0.5,"SF"
0.8,3.5,0.3,0.1,0.2,1,24,0.3,0.1,"PF"
6.2,14.5,2.2,0.9,0.8,0.623,22,0.405,1.2,"SG"
10.9,26.8,3.8,1.6,1.7,0.748,26,0.413,2.9,"PG"
0.9,3.8,0.4,0.2,0,0.333,22,0.5,0.2,"PF"
10.2,20.3,3.7,1.1,1.7,0.719,29,0.389,2.4,"SG"
3.5,10.1,1.5,0.1,0.5,0.526,24,0.424,0.7,"PG"
3.1,15.9,1.1,0,0.9,0.586,36,0.616,0.7,"C"
6.9,22.9,2.7,0.6,0.9,0.841,22,0.415,4.8,"PG"
2.5,7.4,1.1,0,0.3,0.75,38,0.333,0.2,"C"
18.8,31.9,6.9,2.1,2.9,0.73,26,0.423,5.2,"SG"
7.4,17.5,2.6,1.6,0.6,0.712,42,0.419,1.1,"PF"
1.9,5.9,0.6,0.1,0.5,0.727,22,0.303,0.8,"PG"
10.3,24.5,3.5,2.6,0.7,0.796,31,0.403,1.4,"SG"
6.9,19.2,2.6,0.7,0.9,0.728,24,0.406,1.5,"SG"
10.3,25.2,4.1,0.1,2,0.795,19,0.485,1.8,"C"
5,18.1,1.7,0.4,1.2,0.816,24,0.412,1.1,"SF"
3.4,14.1,1.2,0.7,0.3,0.684,31,0.352,0.6,"SF"
12.2,30.3,4,2.2,1.9,0.81,32,0.4,2.3,"SF"
11.5,27.7,4.3,1.6,1.3,0.77,28,0.402,2.9,"SG"
11.9,27.3,5.1,0,1.7,0.551,25,0.556,2.4,"C"
7.3,14,2.6,0.3,1.7,0.694,24,0.519,1,"C"
6,23.1,2.2,1.2,0.4,0.72,31,0.418,1.6,"PF"
5.9,15,2.2,0.8,0.8,0.896,25,0.435,1.9,"PG"
2.6,11.6,1,0.1,0.5,0.7,24,0.294,0.5,"SF"
6.6,17.6,2.5,0.5,1.2,0.746,21,0.473,0.9,"C"
23.7,34.5,8.4,1.9,5,0.832,23,0.467,4.5,"SG"
3.9,12.9,1.3,0,1.4,0.782,34,0.44,1.3,"C"
6.7,18.5,2.3,1,1,0.75,19,0.412,1.7,"SG"
